entity_id	fold	country	is_singleton
S1-329254477	3	US	False
S1-811328909	4	US	False
S1-367381779	1	US	False
S1-598307776	4	US	False
S1-145281125	3	US	False
S1-303292706	4	US	False
S1-954187945	4	US	False
S1-750123473	0	US	False
S1-885965039	3	India	False
S1-637271137	2	US	False
S1-817675928	1	US	False
S1-199553	4	US	False
S1-357966128	4	India	False
S1-827442832	0	US	False
S1-416257001	2	US	False
S1-651416678	3	India	False
S1-14633910	4	US	False
S1-634776838	4	India	False
S1-666608783	4	US	False
S1-743777321	3	India	False
S1-415619440	2	US	False
S1-684236066	3	US	False
S1-876120070	2	US	False
S1-775849219	3	US	False
S1-249723003	3	US	False
S1-812962132	3	US	False
S1-941591832	1	India	False
S1-624745986	2	India	False
S1-539234816	1	US	False
S1-359992941	2	India	True
S1-174959155	2	US	False
S1-498452867	4	India	False
S1-868699962	3	US	False
S1-717068814	0	US	False
S1-335655851	0	US	False
S1-529208403	1	India	False
S1-392200827	3	India	False
S1-332479699	4	US	False
S1-286116683	0	India	False
S1-556731865	3	US	False
S1-946854861	4	India	False
S1-519350689	4	India	False
S1-129442303	1	India	False
S1-965755853	0	US	False
S1-476098672	4	India	False
S1-273496843	3	India	False
S1-508127197	3	India	False
S1-442397009	0	India	False
S1-776559086	4	US	False
S1-970536463	0	US	False
S1-88828973	2	US	False
S1-835631441	0	India	False
S1-299847851	2	US	True
S1-585774878	4	India	False
S1-996268064	1	US	False
S1-75265905	4	US	False
S1-531708250	4	US	False
S1-279441715	0	US	False
S1-659782223	4	US	True
S1-28155758	1	India	False
S1-78431427	1	US	False
S1-841196473	1	US	False
S1-254750327	3	India	False
S1-905640050	1	India	False
S1-813310984	4	India	False
S1-875272180	0	India	False
S1-120498642	2	US	False
S1-818882672	4	US	False
S1-568384906	2	US	True
S1-992133752	4	US	False
S1-585027956	2	US	False
S1-593877841	2	US	False
S1-861919545	3	US	False
S1-405493066	1	US	False
S1-834192466	4	US	False
S1-767512513	2	US	False
S1-76370671	1	US	False
S1-46031107	2	US	False
S1-479165249	1	India	False
S1-628959305	3	India	False
S1-317408970	3	US	False
S1-623548074	4	India	False
S1-832462632	1	US	False
S1-634966997	3	US	False
S1-301517749	1	India	False
S1-490920969	1	US	False
S1-618044170	4	US	False
S1-343996560	3	US	True
S1-705047891	3	US	False
S1-477856545	3	India	False
S1-275705032	2	India	False
S1-132742622	0	US	False
S1-995611914	4	US	True
S1-576194564	2	India	False
S1-228380370	3	US	False
S1-451364601	1	US	False
S1-595743916	1	US	False
S1-890343672	3	India	False
S1-390919096	0	India	False
S1-69150635	2	US	False
S1-996865656	2	US	False
S1-659913613	3	India	False
S1-203236135	1	India	False
S1-538184239	0	India	False
S1-711092919	1	US	False
S1-947340896	0	India	True
S1-852992916	4	India	False
S1-166242812	0	India	False
S1-238468555	2	US	False
S1-415184579	3	India	False
S1-594816402	1	India	False
S1-742121104	1	India	False
S1-965063515	2	US	False
S1-524970207	3	India	False
S1-138238133	3	US	False
S1-343809912	1	India	False
S1-284641285	2	India	False
S1-181790239	2	US	False
S1-818423495	4	India	False
S1-921903159	4	US	True
S1-911496769	1	India	False
S1-234096001	0	US	False
S1-304356148	2	India	False
S1-119074000	2	US	False
S1-608191690	0	India	False
S1-965357350	2	US	False
S1-104025645	1	US	False
S1-696467865	1	US	False
S1-572536686	1	US	True
S1-113971253	2	India	False
S1-201580168	3	US	False
S1-206789568	3	US	False
S1-628954552	1	US	False
S1-93617346	3	US	False
S1-562795281	3	US	False
S1-705527323	4	India	False
S1-215770646	4	US	False
S1-880092231	0	India	False
S1-567286646	4	US	False
S1-136216112	2	US	False
S1-199525694	3	US	False
S1-658643492	4	US	False
S1-725487539	4	India	False
S1-90088355	4	India	False
S1-397952452	1	US	False
S1-722916976	4	India	False
S1-607155610	3	US	False
S1-874996738	2	India	False
S1-247764484	4	US	False
S1-264292504	0	US	False
S1-651006075	1	US	False
S1-223463160	0	US	False
S1-83661047	4	US	False
S1-131181089	1	US	False
S1-714573166	1	US	False
S1-632476087	1	US	False
S1-791419101	0	India	True
S1-646009872	3	US	False
S1-383645589	0	India	False
S1-929318513	1	India	False
S1-492251279	1	India	False
S1-985177099	3	India	False
S1-705525324	3	US	False
S1-543008099	4	US	False
S1-812490987	3	US	False
S1-305425836	4	US	False
S1-986973089	0	India	False
S1-534196771	3	US	False
S1-638527589	4	US	False
S1-973325413	0	US	False
S1-436568623	0	US	False
S1-575434406	3	US	False
S1-611339140	2	India	False
S1-275064713	0	US	False
S1-956228917	2	India	False
S1-812315079	2	India	False
S1-253425786	0	India	False
S1-340120972	1	US	False
S1-300995965	4	US	False
S1-302190700	4	US	False
S1-417935603	4	US	False
S1-386608294	0	US	False
S1-428431872	4	India	False
S1-431621027	2	India	False
S1-32967901	0	India	False
S1-392712093	0	India	False
S1-524822914	1	US	False
S1-536314599	3	US	False
S1-556503902	2	US	False
S1-556331414	4	India	False
S1-454973729	4	India	False
S1-569111988	2	India	False
S1-617752039	0	US	False
S1-175919708	4	US	False
S1-966336906	4	US	False
S1-5465370	0	US	False
S1-676718384	2	US	False
S1-866384010	3	US	False
S1-864438538	0	US	False
S1-811972205	3	US	False
S1-510386121	2	US	False
S1-870165905	3	US	False
S1-819589984	3	US	False
S1-204717910	3	India	False
S1-693700544	4	US	True
S1-855056078	0	India	False
S1-934618400	2	US	False
S1-889377704	1	US	False
S1-379837174	1	US	False
S1-136344167	4	India	False
S1-696988939	2	US	False
S1-164718569	2	US	False
S1-705613931	2	US	False
S1-68644265	4	India	False
S1-896125482	0	US	False
S1-696169218	1	India	True
S1-690390594	4	US	False
S1-794713296	4	India	False
S1-435329018	4	US	False
S1-897303995	3	India	False
S1-195729871	1	India	False
S1-789937544	4	India	False
S1-244168856	3	US	False
S1-146159157	3	India	False
S1-596150129	1	India	False
S1-511344392	3	US	False
S1-444198860	4	US	False
S1-73180302	0	US	False
S1-632933790	1	India	False
S1-585243435	0	India	False
S1-652910783	0	US	False
S1-243616742	2	India	False
S1-955127557	3	India	False
S1-53014809	3	US	False
S1-631926686	2	US	False
S1-5338946	1	India	True
S1-685533827	2	US	False
S1-177570518	3	India	False
S1-469452971	0	India	False
S1-736252674	1	US	False
S1-89769013	0	India	False
S1-86060218	0	US	False
S1-235471662	0	India	False
S1-399051399	3	US	False
S1-54167827	1	US	False
S1-69389653	1	US	True
S1-129615090	3	US	False
S1-59164923	0	US	False
S1-251007435	3	India	False
S1-948963373	3	India	True
S1-545664480	2	US	False
S1-97519806	1	US	False
S1-431318381	1	US	False
S1-789738260	2	India	False
S1-310981212	2	US	False
S1-93542200	2	US	False
S1-458148794	3	US	False
S1-390208694	4	US	False
S1-340430503	2	India	False
S1-124463001	2	US	False
S1-658225184	4	US	True
S1-523205784	1	US	False
S1-325717446	2	US	False
S1-849765985	3	India	False
S1-295513146	1	US	False
S1-985513725	1	India	False
S1-981385316	2	India	False
S1-469641239	3	India	False
S1-430684394	2	US	False
S1-365366436	1	US	False
S1-472773601	1	US	False
S1-840325260	4	US	False
S1-182028353	4	US	False
S1-925071713	2	US	False
S1-999832244	2	India	False
S1-968919596	0	India	False
S1-373476432	1	US	False
S1-858256253	0	US	False
S1-609124362	3	India	False
S1-375052705	2	US	True
S1-795547604	3	India	False
S1-359356060	2	US	False
S1-615076795	3	India	False
S1-39595051	1	US	False
S1-838125613	4	US	False
S1-262301007	2	US	False
S1-151229881	1	US	False
S1-364243053	2	US	False
S1-77785268	1	India	False
S1-701109147	1	US	False
S1-576932721	1	US	False
S1-657377909	1	India	False
S1-618368500	1	US	False
S1-479337320	1	US	False
S1-460692652	4	US	False
S1-457486382	0	US	False
S1-107916942	3	US	False
S1-647513591	1	US	False
S1-578307843	3	India	False
S1-19156122	4	US	False
S1-587373462	0	US	False
S1-177886901	2	US	False
S1-237163597	4	India	False
S1-899497056	0	India	False
S1-490936566	1	India	False
S1-454354299	3	India	False
S1-74948868	4	India	False
S1-389643974	1	India	True
S1-572637847	3	India	False
S1-995218310	1	US	False
S1-393094233	2	US	False
S1-982389241	4	US	True
S1-519029768	0	India	False
S1-296617643	0	US	False
S1-536612217	0	India	False
S1-720660004	4	India	False
S1-176551392	4	US	False
S1-600938346	4	US	False
S1-6875435	2	India	False
S1-506044497	4	US	False
S1-916842727	1	US	False
S1-36809518	1	India	False
S1-67408772	3	India	False
S1-992156425	4	US	False
S1-347253835	3	India	False
S1-495953784	1	India	False
S1-271275050	0	US	False
S1-704400673	0	US	False
S1-703948398	2	US	False
S1-635106428	2	US	False
S1-679406561	2	India	False
S1-371848362	0	US	False
S1-413905265	1	US	False
S1-934256536	4	US	False
S1-692387978	3	US	False
S1-670608131	0	India	False
S1-834329251	1	India	False
S1-571896696	4	India	False
S1-339538953	4	India	False
S1-118911124	1	India	False
S1-303268762	3	US	False
S1-463260958	2	US	False
S1-398483028	3	US	False
S1-201870232	3	US	False
S1-72290067	4	US	False
S1-202456664	0	US	False
S1-615399248	4	India	False
S1-398281537	2	India	False
S1-596121851	4	US	False
S1-359957197	3	US	False
S1-384733827	2	India	False
S1-949375573	3	US	False
S1-40581216	1	India	False
S1-1913177	3	US	False
S1-375299501	2	US	False
S1-748644596	1	US	False
S1-637778674	2	US	False
S1-93635513	3	US	False
S1-178025581	3	US	False
S1-462516072	4	India	False
S1-163915953	0	India	False
S1-802091292	0	India	False
S1-801435411	3	India	False
S1-404982806	2	US	False
S1-611634981	0	US	False
S1-174211323	4	India	False
S1-459237246	1	India	False
S1-458856013	4	US	False
S1-204477632	0	US	False
S1-557106456	3	US	False
S1-953102286	4	US	False
S1-233089064	4	US	False
S1-30476820	3	India	False
S1-98291979	4	India	False
S1-354518049	1	US	False
S1-678622077	1	India	False
S1-355850261	2	US	False
S1-780600333	3	India	False
S1-862539813	4	US	False
S1-300175928	2	US	False
S1-742191729	1	US	False
S1-356071699	3	US	False
S1-478550444	3	India	False
S1-815556139	1	India	False
S1-236346083	4	US	False
S1-818213615	4	India	False
S1-97352487	1	US	False
S1-434669615	4	India	False
S1-850529851	1	US	False
S1-80067	2	US	False
S1-724438855	0	US	True
S1-889949356	2	India	False
S1-784992919	1	US	False
S1-165105184	0	India	False
S1-577163053	2	US	False
S1-39167836	3	India	False
S1-750545550	0	India	False
S1-981257934	0	India	False
S1-507839132	2	India	False
S1-804557216	2	India	False
S1-302428714	4	US	False
S1-945690451	1	US	False
S1-864524700	4	US	False
S1-541556590	0	India	False
S1-307445207	3	US	False
S1-877051962	0	India	True
S1-981886313	2	India	False
S1-192523520	0	US	False
S1-52188022	4	India	False
S1-781951308	0	India	False
S1-11457238	3	India	False
S1-309447320	2	US	False
S1-977783849	3	India	False
S1-197946300	2	US	False
S1-677535814	3	US	False
S1-759744116	0	US	False
S1-921321614	1	US	False
S1-562340116	1	India	False
S1-70710123	4	US	False
S1-464466567	0	India	False
S1-856324918	0	US	False
S1-415133959	2	India	False
S1-772903338	3	US	False
S1-273328376	0	India	False
S1-363834568	0	US	False
S1-871732762	1	US	False
S1-126146258	0	India	False
S1-151923017	0	US	False
S1-862831873	3	India	False
S1-633235724	2	US	False
S1-482900656	4	US	False
S1-759641092	1	India	False
S1-69204052	2	US	False
S1-938905493	2	India	False
S1-750842291	2	India	False
S1-857782064	4	India	False
S1-368154086	0	US	False
S1-148719244	1	US	False
S1-440010722	0	US	False
S1-572823946	2	India	False
S1-403600393	0	India	False
S1-906179446	0	US	False
S1-88178415	1	India	False
S1-257190396	4	India	False
S1-543100289	2	India	False
S1-641469238	1	US	False
S1-712300028	1	US	False
S1-4399605	0	US	False
S1-258898860	1	India	False
S1-431874740	2	US	False
S1-600916174	0	US	False
S1-913573179	1	India	False
S1-57669017	1	US	False
S1-28904796	1	US	False
S1-18820247	3	US	False
S1-140333116	1	US	False
S1-630595752	2	India	False
S1-339676987	2	US	False
S1-752379599	4	US	True
S1-316421740	4	US	False
S1-945360572	4	India	False
S1-309969957	2	US	False
S1-695677466	3	US	False
S1-692447507	4	India	False
S1-452276820	0	India	False
S1-576722792	4	India	False
S1-636630467	2	India	False
S1-618962905	1	India	False
S1-840207962	1	India	False
S1-633638432	1	US	False
S1-648951417	4	US	True
S1-654405096	1	India	False
S1-518842012	1	US	True
S1-995266863	1	US	False
S1-119705291	4	US	True
S1-41590692	0	India	False
S1-754204147	0	India	False
S1-574339984	4	US	False
S1-502213436	3	US	False
S1-152694087	3	US	False
S1-731461230	4	US	False
S1-902998477	2	India	False
S1-277730496	4	India	False
S1-327503948	2	India	False
S1-781156336	0	US	False
S1-651776045	4	US	False
S1-940077650	2	India	False
S1-736649842	4	US	False
S1-381630525	4	India	False
S1-243518556	1	US	False
S1-77861322	2	US	False
S1-112308979	3	US	False
S1-718753517	3	US	False
S1-157202141	3	US	False
S1-383630593	3	India	False
S1-497181834	3	US	False
S1-924095170	3	US	False
S1-223860312	0	India	False
S1-72752604	4	India	False
S1-82524052	3	India	False
S1-161776702	1	US	False
S1-128748455	0	US	False
S1-546952389	4	US	False
S1-367298959	4	India	False
S1-257032057	2	India	False
S1-672084066	4	US	False
S1-205134291	1	US	False
S1-332877148	2	India	False
S1-643126683	0	US	False
S1-501884877	4	India	False
S1-742620383	4	India	False
S1-596605753	1	US	False
S1-479323846	3	US	False
S1-720631246	1	India	False
S1-900033085	3	US	False
S1-149899466	0	US	False
S1-299457258	0	India	False
S1-440252476	0	India	False
S1-651332839	3	India	False
S1-291035502	4	India	False
S1-754355296	3	India	False
S1-660968845	1	US	False
S1-619830775	3	US	False
S1-949224390	1	US	False
S1-514974575	3	India	False
S1-781787674	1	US	False
S1-408130450	0	India	False
S1-816171992	1	US	False
S1-223707309	0	US	False
S1-914161459	4	US	False
S1-806610326	4	US	False
S1-952329876	2	US	False
S1-968970218	4	US	False
S1-648611947	1	US	False
S1-672498406	1	US	False
S1-44920872	3	India	False
S1-397320614	4	US	False
S1-656080183	3	US	False
S1-243983125	0	India	False
S1-585948006	2	India	False
S1-745571015	4	US	False
S1-487367005	0	India	False
S1-551743412	0	US	False
S1-631994624	0	India	True
S1-301175512	3	India	False
S1-66704161	4	US	False
S1-867928722	2	India	False
S1-990725093	2	India	False
S1-424305017	4	India	False
S1-591730819	3	India	False
S1-171811277	2	India	False
S1-300943886	1	US	False
S1-105713220	3	US	False
S1-180595440	1	India	False
S1-153684298	3	India	False
S1-99067159	1	US	False
S1-83939421	3	US	False
S1-510822123	2	India	False
S1-832240274	0	India	False
S1-692988298	1	US	False
S1-161957246	4	US	False
S1-734186071	0	India	False
S1-122352636	0	US	False
S1-539446398	4	India	False
S1-125891447	3	US	False
S1-941414038	3	US	False
S1-72206170	3	US	True
S1-881610234	1	US	False
S1-450755921	1	US	False
S1-97016992	4	US	False
S1-44856129	2	US	False
S1-203487504	2	US	False
S1-891572586	3	India	False
S1-764056664	2	India	False
S1-55183585	0	US	False
S1-921155732	2	US	False
S1-159237257	3	India	False
S1-896049253	3	US	False
S1-348455023	4	US	False
S1-476733546	0	India	False
S1-562646456	0	India	False
S1-872563747	0	India	False
S1-461107656	0	US	False
S1-978185752	2	India	False
S1-313548543	0	US	False
S1-880314874	2	US	False
S1-861425076	3	US	False
S1-910183932	1	US	False
S1-780539032	0	US	False
S1-928129165	4	US	False
S1-512986642	3	US	False
S1-216694751	4	India	False
S1-21552172	2	US	False
S1-415292952	2	US	False
S1-686771529	4	US	False
S1-41656656	0	US	False
S1-88716206	3	India	False
S1-921123056	1	India	False
S1-310342022	0	US	False
S1-647362272	0	US	False
S1-219224611	3	US	False
S1-4922469	0	India	False
S1-913357740	2	India	False
S1-930969781	1	US	False
S1-182775661	3	US	True
S1-157344151	4	India	False
S1-362089336	2	US	False
S1-907033038	1	India	True
S1-29919866	4	US	False
S1-318467330	3	US	False
S1-549105742	4	US	False
S1-442986093	1	US	False
S1-498738061	0	US	False
S1-465554153	4	India	False
S1-562405072	1	India	False
S1-230773744	3	US	False
S1-375632440	4	US	True
S1-197752292	0	US	False
S1-382573641	0	India	False
S1-421210278	3	India	True
S1-347629363	3	US	False
S1-185358061	1	US	False
S1-761961907	3	India	False
S1-551310997	3	US	False
S1-791514695	1	US	False
S1-864586449	2	US	False
S1-66789918	3	US	False
S1-970731127	4	India	False
S1-181325449	2	US	False
S1-177337359	1	US	True
S1-229334821	3	India	False
S1-611182218	2	US	False
S1-770757345	1	US	False
S1-215534324	0	US	False
S1-724523927	4	India	False
S1-942672723	3	US	False
S1-674192002	3	US	False
S1-750621134	2	US	False
S1-370855812	4	India	False
S1-359435775	2	US	False
S1-125958194	1	India	False
S1-48228765	1	US	False
S1-131844728	1	India	False
S1-8110739	2	US	False
S1-763240277	3	US	False
S1-184351284	1	India	False
S1-714526607	2	India	False
S1-515538625	4	US	False
S1-914777636	0	US	False
S1-110795180	0	India	False
S1-230271042	1	India	False
S1-399111264	3	US	False
S1-460634767	4	India	False
S1-534892888	4	US	False
S1-258653722	0	US	False
S1-275369862	4	US	False
S1-812772413	2	US	False
S1-612409758	1	India	False
S1-27138475	2	India	False
S1-986886103	2	US	True
S1-618497554	4	India	False
S1-796049951	3	India	True
S1-550201595	0	India	False
S1-476154182	4	India	False
S1-748860669	3	US	False
S1-718770072	3	US	True
S1-360181771	3	US	True
S1-527036902	4	India	True
S1-950169428	2	US	False
S1-287312798	2	India	False
S1-364583482	3	US	False
S1-107532475	0	US	False
S1-275497012	4	US	False
S1-426969135	1	US	False
S1-716771492	0	US	False
S1-185321933	0	US	True
S1-918942888	3	US	False
S1-421105290	1	US	False
S1-654634473	1	India	False
S1-914011531	2	India	False
S1-70298589	1	US	False
S1-806450586	1	India	False
S1-234067164	0	US	False
S1-422547966	0	US	False
S1-645369713	4	India	False
S1-606526420	0	US	False
S1-707841921	0	US	False
S1-204118177	4	US	False
S1-751352538	3	India	False
S1-628518147	0	US	False
S1-772805550	1	India	False
S1-417686972	4	India	False
S1-596424921	2	India	False
S1-904898671	0	US	False
S1-511633098	2	India	True
S1-268370282	1	India	False
S1-829596968	3	India	False
S1-664322365	0	US	False
S1-737035674	3	US	False
S1-166183358	1	US	False
S1-209452792	4	US	False
S1-356957082	0	India	False
S1-194405761	1	US	False
S1-101392793	1	India	True
S1-530095566	2	US	False
S1-365863719	2	US	False
S1-948848181	2	US	False
S1-69562841	1	India	False
S1-752144195	1	US	False
S1-500218332	3	India	False
S1-962981997	0	India	False
S1-476680291	3	US	False
S1-371123109	0	India	False
S1-234678353	1	US	False
S1-785703847	1	US	False
S1-257348552	0	US	True
S1-370256362	3	India	False
S1-207307893	4	US	False
S1-315350476	3	India	False
S1-569283096	1	US	False
S1-166249953	2	US	False
S1-881267062	2	US	False
S1-224809376	1	US	False
S1-123343298	3	India	False
S1-473962833	4	US	False
S1-877940313	1	India	False
S1-373031160	0	US	False
S1-567483264	4	India	False
S1-866103785	0	US	True
S1-366632730	3	India	False
S1-606415306	3	US	False
S1-198915869	2	US	False
S1-714813011	4	US	False
S1-242222592	4	India	False
S1-499188780	1	US	False
S1-996231219	4	India	False
S1-858679714	2	India	False
S1-627756030	4	India	False
S1-740324608	1	India	False
S1-650561101	3	US	True
S1-206685890	2	US	False
S1-14661842	0	India	False
S1-890009894	3	US	False
S1-861069446	0	US	False
S1-317290739	2	US	False
S1-614124481	4	US	False
S1-887465908	4	US	False
S1-746255594	3	US	False
S1-762292523	1	US	False
S1-297273085	2	US	False
S1-275001949	3	US	True
S1-73942198	4	India	False
S1-544505040	3	India	False
S1-7530890	4	US	False
S1-461353095	1	India	False
S1-480686553	1	US	False
S1-732049425	3	India	False
S1-82534686	2	US	False
S1-955775680	4	US	False
S1-956586404	0	US	False
S1-358548349	1	India	False
S1-511085296	3	US	False
S1-324122201	0	US	False
S1-433740621	1	US	False
S1-403514449	1	US	False
S1-776347516	3	US	False
S1-310554690	2	India	False
S1-431398601	3	US	False
S1-564787843	3	US	False
S1-412239600	0	India	False
S1-163353426	2	US	False
S1-613664921	4	India	False
S1-8340393	0	India	False
S1-680322479	2	US	False
S1-802379090	1	US	False
S1-524141435	0	India	False
S1-146431306	2	US	False
S1-520201881	4	US	False
S1-412418469	4	US	False
S1-661140407	3	India	False
S1-303123121	0	India	False
S1-599266786	2	US	False
S1-604031722	3	US	False
S1-278286664	2	US	False
S1-490360313	3	US	False
S1-423812119	4	US	False
S1-720627866	3	US	False
S1-861235614	2	India	False
S1-488841240	1	US	False
S1-203160447	2	US	True
S1-126281546	4	India	False
S1-416323260	4	US	True
S1-41268392	0	India	False
S1-262968359	0	US	False
S1-969839278	4	India	False
S1-739156669	2	US	False
S1-474020879	0	US	False
S1-449629741	0	US	False
S1-305950676	4	US	False
S1-286385064	0	US	False
S1-282039817	2	India	False
S1-904757227	2	India	False
S1-174373618	0	US	False
S1-989135997	0	India	False
S1-113162962	2	India	False
S1-721074711	2	India	False
S1-357697638	2	India	False
S1-346310058	2	US	False
S1-695472923	1	India	False
S1-191262407	1	India	False
S1-716461924	4	US	False
S1-75870417	2	US	True
S1-538459460	4	US	False
S1-378206284	2	India	False
S1-854667237	2	India	False
S1-371360678	1	US	False
S1-929065765	2	US	False
S1-140259232	3	US	True
S1-401611156	1	US	False
S1-357731537	1	India	False
S1-531912715	3	US	False
S1-823912257	2	US	False
S1-142923809	2	India	False
S1-7020158	4	US	False
S1-594585201	0	US	False
S1-649140659	1	US	False
S1-736574847	3	India	False
S1-283837165	4	US	False
S1-763653405	1	India	False
S1-477759368	3	US	False
S1-718133295	1	US	False
S1-355151925	0	US	False
S1-611393413	2	India	False
S1-924962003	3	India	False
S1-680822546	1	US	False
S1-567591970	4	India	False
S1-432728365	3	India	False
S1-98952823	0	India	False
S1-278369540	3	US	False
S1-662928920	1	US	True
S1-814191209	0	US	False
S1-944225851	3	US	False
S1-77695274	2	India	False
S1-652851496	0	India	False
S1-807844131	0	US	False
S1-7843179	1	India	False
S1-717210281	2	US	False
S1-103021529	3	US	False
S1-348666477	1	US	False
S1-737641822	3	India	False
S1-532743762	4	India	False
S1-731192749	4	US	False
S1-106317755	4	US	False
S1-435040948	4	India	False
S1-952737368	1	India	False
S1-564718856	3	US	False
S1-946904912	2	US	True
S1-301762668	3	India	False
S1-758757669	0	US	False
S1-175401394	3	US	False
S1-7592280	1	US	False
S1-129531886	3	US	False
S1-800933552	0	US	False
S1-807821863	2	US	False
S1-634908823	4	US	False
S1-66480540	2	India	False
S1-210752156	1	India	False
S1-821124283	0	US	False
S1-394152045	2	India	False
S1-925534554	1	US	False
S1-942799875	2	US	False
S1-303611251	1	India	False
S1-673859004	4	US	False
S1-90212256	4	US	False
S1-184547816	2	India	False
S1-781952353	0	India	False
S1-292225644	4	India	False
S1-421234489	2	India	False
S1-498751981	2	US	False
S1-803609645	0	India	False
S1-918586339	0	US	False
S1-282709488	3	India	False
S1-698523619	2	India	False
S1-542802580	4	India	False
S1-68921762	0	India	False
S1-653008954	3	US	False
S1-257297896	4	US	False
S1-917660381	3	US	False
S1-910977475	0	US	False
S1-651808102	3	US	True
S1-356878371	2	India	False
S1-999196216	0	US	False
S1-882966108	1	India	False
S1-173634764	4	US	False
S1-593159990	4	US	False
S1-751905850	4	US	False
S1-225686970	4	India	False
S1-658369061	4	US	False
S1-516138138	4	US	False
S1-735452988	0	India	False
S1-159029135	0	India	False
S1-819686009	2	US	True
S1-641651636	2	US	False
S1-86998087	2	US	False
S1-41414257	2	US	False
S1-425251892	4	India	False
S1-157908830	1	US	False
S1-745803765	1	India	False
S1-664703511	4	India	False
S1-707078618	2	US	False
S1-447010290	0	US	False
S1-602219044	1	India	False
S1-882995103	3	India	False
S1-337898560	1	India	False
S1-588289251	4	India	False
S1-25510094	3	India	False
S1-710286551	3	US	False
S1-242244351	3	India	False
S1-526947765	2	India	False
S1-75521442	3	US	False
S1-683306713	0	India	False
S1-553356496	4	India	False
S1-597168456	1	India	False
S1-859576977	3	India	False
S1-972187596	4	US	False
S1-144829972	3	India	False
S1-702424369	4	US	True
S1-521599261	0	US	False
S1-694972695	3	India	False
S1-805382605	4	US	False
S1-822852985	4	India	False
S1-215924473	0	US	False
S1-10132911	3	India	False
S1-544376600	0	US	False
S1-346571019	0	US	False
S1-439434147	0	India	False
S1-676570821	4	India	False
S1-336152442	1	US	False
S1-303534471	0	India	False
S1-735853638	0	India	True
S1-167986685	0	US	False
S1-590776731	3	India	False
S1-387715841	2	India	False
S1-849761388	1	US	False
S1-136848762	3	US	False
S1-280217022	4	US	False
S1-955915272	1	India	False
S1-114052090	4	US	False
S1-42321944	0	India	False
S1-729909409	1	India	False
S1-790441656	1	US	False
S1-881239372	0	US	False
S1-369990632	1	India	False
S1-287230619	0	US	False
S1-503074380	1	US	False
S1-764826916	0	US	False
S1-97604400	0	US	False
S1-970801438	0	US	False
S1-50022936	2	US	False
S1-627940271	0	US	False
S1-596225240	2	India	True
S1-168009808	1	India	False
S1-551738847	2	US	False
S1-912909332	4	US	True
S1-455562959	0	US	False
S1-262324961	3	US	False
S1-895166076	0	India	False
S1-259127975	3	US	False
S1-179456414	1	India	False
S1-187319647	4	India	False
S1-656035351	1	India	False
S1-27625333	3	US	False
S1-903549316	0	US	False
S1-892980552	0	US	False
S1-413164294	2	US	False
S1-130071228	0	US	False
S1-434952951	4	India	False
S1-661198212	2	US	False
S1-576823405	2	US	False
S1-50360980	3	US	False
S1-775965728	2	US	False
S1-525608042	4	India	False
S1-941233340	2	US	False
S1-973242235	3	India	False
S1-748362630	1	India	False
S1-414830476	0	US	False
S1-495174826	0	India	False
S1-892515337	3	US	False
S1-760876624	1	US	False
S1-186627318	3	India	False
S1-609826648	4	India	False
S1-566621435	0	US	False
S1-650099323	3	India	False
S1-302022142	4	US	False
S1-512619874	1	US	False
S1-563339182	1	India	False
S1-267580611	2	US	False
S1-266118363	2	US	False
S1-213059652	0	US	False
S1-333075357	4	India	False
S1-679825203	1	US	False
S1-791177433	1	US	False
S1-647800266	0	India	False
S1-354037260	2	US	False
S1-143447108	0	India	False
S1-671583505	2	US	False
S1-392779351	4	US	False
S1-485903732	0	US	False
S1-694500704	3	US	False
S1-703721250	0	India	False
S1-331214493	0	US	False
S1-619423581	4	India	False
S1-959459762	2	India	False
S1-557369438	0	US	False
S1-981511819	3	US	False
S1-868239942	1	India	False
S1-38043770	4	India	False
S1-198766320	4	US	False
S1-213332163	3	US	False
S1-716379490	4	US	False
S1-589006411	3	US	False
S1-725449192	2	India	False
S1-35561468	3	India	False
S1-229502008	2	India	False
S1-896753865	3	US	False
S1-666518515	4	India	False
S1-823653171	2	US	False
S1-795625724	2	US	False
S1-200744229	0	US	False
S1-337931516	1	India	False
S1-542214717	1	US	False
S1-761573250	4	India	False
S1-175214267	1	US	False
S1-464710622	1	US	False
S1-309842556	4	India	False
S1-827416201	4	US	False
S1-985129399	0	India	False
S1-26760983	4	US	False
S1-843511073	0	US	False
S1-534488018	3	US	False
S1-636264106	0	US	False
S1-180679630	3	India	False
S1-834116660	3	US	False
S1-535559519	1	India	False
S1-314570895	2	US	False
S1-160763595	4	India	False
S1-174585043	2	India	False
S1-751928646	4	India	False
S1-816815179	2	India	False
S1-950404987	4	US	False
S1-370041579	4	US	False
S1-497506990	4	US	False
S1-215252145	0	US	False
S1-113019372	1	India	True
S1-123214671	3	India	False
S1-706121521	4	US	False
S1-465459476	3	US	False
S1-637105284	4	India	False
S1-173326618	0	US	False
S1-240934387	0	India	False
S1-534007060	1	US	False
S1-960338473	0	India	False
S1-540427996	3	India	False
S1-905881039	3	US	False
S1-209331481	1	US	False
S1-135194912	4	US	False
S1-535004432	1	India	False
S1-714157118	2	India	False
S1-810346875	2	India	False
S1-351553049	4	India	False
S1-623530733	1	US	False
S1-613701288	0	US	False
S1-536910250	1	US	True
S1-128925020	2	India	False
S1-207518844	0	US	False
